Tweet,Tweet IDs,Aggression,Arousal1 (1-5),Arousal2 (1-5),Arousal3 (1-5),Sarcasm-Irony-RhetoricalQuestions,Pun-Wordplay,Metaphor-Simile,Stance,Hate Speech,Avg. Arousal
@PM_Narendar modiji  bahut bahut badhai.....notebandi k liye ek gramin ki taraf se mubarakvaad ##ggnvo ki janta jashan mana rahi h,#798710343220330496,n,3,2,3,NO,NO,NO,f,NO,2.666666667
"Sansad me jo vi notebandi ka birodh karega wah atankiwon Naxaliyon,Jamakhoron rishwatkhoron ka hitaisi sabitHoga",#798712151238012928,o,3,2,3,NO,NO,NO,f,NO,2.666666667
Bhaiyon bahut log kah rahe hain ki #Modi ji ne notebandi lagu kar ke accha kiya ab sara kala dhan pakda jayega.... http://fb.me/8ctt1lpi5 ,#798714455102259200,n,3,2,3,NO,NO,NO,f,NO,2.666666667
notebandi se rajneta o ko hai problem aam janta koe problem hai jai ho modi  bas ek choti si sikayat atm me 500 ke note jaldi dale,#798718630649176064,n,3,2,2,NO,NO,NO,n,NO,2.333333333
"Kisi ke liye rahen kaha badalti h, tum khud ko badal sako to sath chalo  #notebandi",#798719043687563264,n,2,2,2,NO,NO,NO,f,NO,2
Modi ji ko notebandi ke sath sath bimari bandi bhi kerna chahiye taki taklif ker ho,#798719990220341248,n,2,1,1,NO,YES,NO,n,NO,1.333333333
"Modifications Sarkar purey desh mey 'Notebandi' Karba sakti hai, kya yeh desh mey kucch logo ki 'Notanki' nahi band karwa Sakti hai???",#798720769580826624,c,3,3,4,YES,NO,NO,n,NO,3.333333333
aam n majboor Admi Jin par #NoteBandi ka asar hua 1. @OfficeOfRG 2 @ArvindKejriwal 3. @MamataOfficial  4. @digvijaya_28  5. #AkhileshYadav,#798721491990880256,c,2,3,1,YES,NO,NO,f,NO,2
O to kahte hain sab NoteBandi se khus hain fir e sab Modi Hain Hain keya opposition Pakistanio ko paisa dekar bula liya !!???,#798721896908865536,c,3,3,3,YES,NO,NO,a,NO,3
@narendramodi  dear sir notebandi ke nirbany se him khus hai par note badlne aur jama karne ho rahi mushkilo ka kya? Do something pls.,#798725090162733058,n,2,3,2,NO,NO,NO,f,NO,2.333333333
Yeh woh party hai jo 2se 282 pe ajj hai right ape dekhna notebandi ka kya asar hoga . Yaha logo ko sukoon chaye didi yeh line nahi https://twitter.com/MrsGandhi/status/798574586946273281 …,#798730733778923521,c,3,2,3,NO,NO,NO,a,NO,2.666666667
"NoteBandi Ke birudh Jo hain, JanSewa ke Aad me Akoot Dhan ke Lootere Netagan Ensan nahi Hewan hain Bahsi Darindon ke saman H",#798732426071535616,o,3,,3,NO,NO,NO,f,NO,3
Yaar aaj kal duniya kitni kharab hai.#NoteBandi se pehle kisi bhi jyotish ne ye bataya kyun nahi??@abpnewshindi,#798737041739628545,n,2,1,3,YES,NO,NO,n,NO,2
@ArvindKejriwal aam admi ko notebandi ke faisale se koi problem nahi hai,#798739559462961153,n,2,2,2,NO,NO,NO,f,NO,2
"Duniya khatam hone ki bhavishwaniya karne wale baba , Notebandi ki bhavishwani bhi kar dete to itni pareshani nhi hoti logo ko!!!",#798740638959370240,n,3,3,2,YES,NO,NO,n,NO,2.666666667
@DrKumarVishwas  aapka Notebandi par kya opinion hai ? Khul k q ni bolte jab ki apne kaha tha ki jab v koi achha kaam hoga appreciate krege,#798743131885895680,c,3,3,3,NO,NO,NO,f,NO,3
Modi ji ne notebandi ki samaj aata he......par Rahul ji par katakcsh karna kya ek acshe kary ka rajneetikaran karna nahi he???,#798743178442637312,n,3,3,2,NO,NO,NO,n,NO,2.666666667
"NOTEBANDI SE JAADA, AAAPSE DUKHI LOG PAUCHENGE https://twitter.com/ArvindKejriwal/status/798743620283027456 …",#798743861577166848,n,3,3,3,NO,NO,NO,n,NO,3
Bankon par subah se hi umda #hujoom..har taraf dikhta Notebandi ka #boom..pic.twitter.com/FvEbglZePB,#798747239703314432,n,3,4,4,NO,YES,YES,n,NO,3.666666667
"First sharaab bandi in kerela,Bihar.then notebandi of 500-1000 lage  haath sabki nasbandi bhi karwaa do ... aadmi haridwar jaa k baith jai",#798747253984796673,c,3,4,3,NO,YES,YES,a,NO,3.333333333
Legal notebandi se dukhi log hi jaye https://twitter.com/ArvindKejriwal/status/798743620283027456 …,#798749463250497536,n,2,3,2,NO,NO,NO,n,NO,2.333333333
BHAIYA DILLI KI JANTA SE TO VISHWASH USI DIN UTH GAYA THA JIS DIN UNHONE KHUJLIWAL KO CM BANAYA. #Dilli_me_notebandi_pe_sabse_jyada_kohram,#798756684617265153,o,4,4,3,NO,YES,YES,f,NO,3.666666667
notebandi se nhi aap se preshaan hain.. AAP jaate kyu nhi.!!!,#798757448299352065,o,4,5,3,NO,NO,NO,f,NO,4
"Modi g lahar ke viprit tairne wale ko hi safalta milti hai aap notebandi wapas mat lena, aapko safalta jaroor milegi aur ye muh ki khayenge",#798766163601698816,n,3,4,3,NO,NO,YES,f,NO,3.333333333
"Notebandi achaa h,par mazdoor,kiraaydaar,roj saaman bechanay wala paresan",#798771035004776448,n,2,3,2,NO,NO,NO,n,NO,2.333333333
Congress kekiye paapon ki saza aaj sara Bharat Notebandi ke roop men aaj jhel raha hai oar congress shor macha rahi hai choron ke saathlekar,#798773729241141248,n,3,4,4,NO,NO,YES,f,NO,3.666666667
"Notebandi ki wajah se mahangai ke niche aane ke aasar ,mahange gharon ke dam bhi 30 fasidi tak girenge",#798779488486047744,n,3,3,3,NO,NO,NO,f,NO,3
aapke pitaji ne nasbandi karayi hoti toh aaj notebandi ka sawaal hi nahi hota !!,#798780049843359744,o,4,5,5,NO,YES,NO,f,NO,4.666666667
notebandi ke baad se tere appiye ab kashmir me patthar bhi nhi maar pa rhe hai..,#798780630095929344,o,4,5,3,NO,NO,YES,f,NO,4
#NoteBandi se @ArvindKejriwal aise mana kar rahe hain 500 ke ghus.  #DeMonetisation https://youtu.be/R9dlLMoUN3A ,#798781452720607232,n,3,3,4,NO,NO,NO,n,NO,3.333333333
Iss Kadam (#NoteBandi) Se Poore Desh Me #ImandariKaUtsav Aur #PramamiktaParv Aaj Manaya Jaa Raha Hai - @PiyushGoyal in RS.,#798781975678980097,n,4,4,2,NO,NO,YES,f,NO,3.333333333
"#Mayawati jee ko kafi dard diya hai kambhakt es notebandi ne..Chikh-chikh kar chilla rahi hai bechari ""Modijee"" ko bulao. #Demonetisationpic.twitter.com/DgZrEs8Zo5",#798782916293558272,n,4,4,3,NO,NO,NO,f,NO,3.666666667
tumhare bhalayi ke liye nautanki karega wo isliye :P  mostly dilli walo ko koi big issue nahi hai notebandi se,#798784151625183233,n,3,3,3,NO,NO,NO,f,NO,3
@ArvindKejriwal @OfficeOfRG Aap dono mahanubhav yaha pe 1 poll kyu nahi krwa lete ki notebandi sahi decision hai ya galat.Sachai samne ayegi,#798785645686628352,c,3,3,3,YES,NO,YES,f,NO,3
Salam aaj mere deshbke vipaksh ko jo desh jo sadan important discussions ko chod kar notebandi par behas kar rahi hai Aise hi india badhega,#798786759551164416,n,3,3,2,NO,NO,NO,n,NO,2.666666667
"RaGa ji modi ji ki #NoteBandi  dekhne ki bt kr rahe h, kash apke pita ji ne IndraGandhi ji ki #Nasbandi dekhi hoti, to ap esa bol hi ni patehttps://twitter.com/TimesNow/status/798777327983263744 …",#798792931746267136,o,4,5,4,NO,YES,NO,f,NO,4.333333333
@sudhirchaudhary mamta bnrji ko notebandi ki chinta nai hai illegal bangladeshi migrant ki chinta hai ki unke vote kam na par jaye..,#798793572694642692,o,4,4,4,NO,NO,NO,f,NO,4
Jitne log notebandi ke khilaaf morcha nikale hai... Janta dekh rahi hai... Election mein vote maangne aayega....? Fir hum log jawab denge..,#798796089499357184,o,4,4,3,NO,NO,NO,f,NO,3.666666667
Jo notebandi ke khilaf aavaj uthaye samaz jao unki naiya bachane ke chakkar me pagal ho rahe hai https://twitter.com/ZeeNewsHindi/status/798795240119353344 …,#798797272930652160,c,4,4,3,NO,NO,YES,f,NO,3.666666667
"Notebandi se agar koi sab se jyaadaa dukhee hai , wo aap hai sadji .",#798798112756101120,n,3,3,3,NO,NO,YES,f,NO,3
Bhaiyon aaj desh ko hum sab ki jaroorat hai ekjut ho kar modi ji ke notebandi ke faisle kaa saath den aur vipaksh ko karara jabaab den,#798798291433451520,n,3,4,3,NO,NO,YES,f,NO,3.333333333
vote ki jarurat thi humney vote diya aaj notebandi ke samay mein hum kis dhara mein note de,#798803771660779521,n,3,3,2,NO,NO,NO,n,NO,2.666666667
"Modi ji ka notebandi ko dekh ke,Kejriwal ne apne AAPiyo ke Nassbandi karwane ka nirnay liyaa hai taake koi aur Rationcard na banaa sake",#798804808840794114,c,4,4,4,YES,YES,NO,f,NO,4
hahahahaha Dheere dheere saare crush jaa rhe hain Juvi .... Notebandi kahan se kahan le aayi. @ANI_news,#798805539303997440,c,4,5,2,NO,NO,NO,n,NO,3.666666667
@Nitin_Rivaldo notebandi nahi yeh toh political parties ki nusbande ho gaie hai,#798805875280355329,n,3,4,3,NO,YES,NO,f,NO,3.333333333
notebandi se jo chor neta or corrupted aadmi tha wo sab se zyda dara hua hai bhai,#798810043403542528,n,3,3,4,NO,NO,NO,f,NO,3.333333333
ji notebandi ke mamale me rajniti n kariye kyuki notebandi garibo ke hit ke liye kiya h aur ye bahut hi achcha kadam hai,#798811752804663296,n,3,3,4,NO,NO,NO,f,NO,3.333333333
Choron ka sangathan majbooti ke saath sansad ke bahar notebandi ke khilaaf morche par... lekin wo jaante nahi jelar 56 inchi hai...,#798812168929976321,n,4,5,1,NO,NO,YES,f,NO,3.333333333
Aam admi bhot khush hai notebandi se ...,#798812208117387265,n,3,3,3,NO,NO,NO,f,NO,3
Aisa lagta hai ki Notebandi se jitna dhakkha aap ko laga hai.. itna kisi aur ko nahi laga!,#798813269456666624,c,3,4,2,NO,NO,NO,n,NO,3
notebandi ke bahaane teri nasbandi kar denge,#798814430708449283,o,5,5,2,NO,YES,NO,f,NO,4
ak sir Note bandi se dukhiyo ke neta to aap hi hai.sabse bade dukhi hone ke nate apka hak bhi banta hai neta of notebandi party,#798814475440664577,c,3,4,3,NO,NO,YES,f,NO,3.333333333
Notebandi se khus hai jai modi https://twitter.com/ArvindKejriwal/status/798810920981909509 …,#798814677983633408,n,3,3,4,NO,NO,NO,f,NO,3.333333333
Sir aako notebandi ki khabar lag gayi Thu kya jo Sunita ji ko resign karwa diya pakde jane se pahle. Kya deal ki thi?,#798815137347928064,c,4,4,5,YES,NO,NO,f,NO,4.333333333
"NOTEBANDI se takleef toh mujhe AAP se jyaada hui hai, par khush hunn, kyunki.........muje bhi KADAKK CHAI bohot  pasand hai",#798817409750548480,c,4,4,3,NO,NO,YES,f,NO,3.666666667
@narendramodi Sir notebandi faisle  se  oppostion me lagatar boukhlahat dikh rahi h aur aap ko ghera ja rha h par hum hmesha modi ji k sth h,#798819162051080192,n,3,4,3,NO,NO,YES,f,NO,3.333333333
"@ArvindKejriwal @AnkitLal @KapilMishraAAP ""Ek sarkar Nashbandi ke chakkar me gayi thi; Ek Notebandi ke chakkar me jayegi"" @ZishanHNaqvi",#798819607754612736,c,4,4,3,NO,YES,NO,a,NO,3.666666667
Lagta hai madam whatsapp jokes bahut padh rahi hai..#DeMonetisation #Notebandi https://twitter.com/economictimes/status/798813568367923200 …,#798820263252983809,c,3,3,3,YES,NO,NO,f,NO,3
Jo notebandi k sath hai kripya wo bhi yahan pahuche aur in sab pakhandiyo ko bataye ki kitne khush hai kitne dukhi @ArvindKejriwalhttps://twitter.com/ArvindKejriwal/status/798810920981909509 …,#798820765168648193,n,3,4,4,NO,NO,YES,f,NO,3.666666667
.... Kejriwal aap to ase ro rahe ho jese notebandi nahi teri nasbandi karwa di ho..... - Ek Sach m Aam aadmi,#798821593006764032,o,4,5,3,NO,YES,YES,f,NO,4
Sir me aapke duara liye gye notebandi ke faisle se kafi khus ho aur mujhe aapse aasha h ki aap is bharat ko ek din sone ki chidiya banadoge,#798823296049389568,n,4,5,5,NO,NO,YES,f,NO,4.666666667
Desh ke gaddaro ko notebandi hajam nahi ho rahi hai https://twitter.com/bprerna/status/798538249656418305 …,#798830061751128064,c,3,4,3,NO,NO,YES,f,NO,3.333333333
Desh ke muslim parast neta aur media notebandi par help karne ke bajaye unhe bhadka rahai. Had ho gaati hai jab apne hi log ghinone kaam kar,#798831002961330176,c,4,5,4,NO,NO,NO,f,NO,4.333333333
Sabhi mitron se agrah hai ki notebandi par apne apne mat ka ek video FB par share kare aur desh me aai kranti ke liye sahyug kare,#798835238755409920,n,4,5,5,NO,NO,YES,f,NO,4.666666667
"Mitravar, Ist time notebandi se khus hoo, per Bank ki line se pareshan hoo, uper se ye 2000 ka note bhi market mein chal nahi raha hai,",#798837959277486080,n,3,4,5,NO,NO,NO,f,NO,4
@PMOIndia sir notebandi ke karan forener tourist ko koi problam nhi honi chahiye. india ke log apne ghar m preshani jhele to koi baat nhi h.,#798843367748608000,n,2,3,2,NO,NO,NO,n,NO,2.333333333
₹4000 mile the #modiji 2dudh wale ko de diye 2kiraye wale ko.#NoteBandi @ndtvindia @INCIndia @aajtak @PMOIndia @TOIIndiaNews,#798845210033688577,n,3,4,4,YES,NO,NO,a,NO,3.666666667
@PMOIndia Dear sir Notebandi ka faisala aapka ekdam sahi hai Desh ki janta aapke ke saath hai,#798848584133160960,n,3,3,2,NO,NO,NO,f,NO,2.666666667
Notebandi se 95% log khush hain,#798848795081457669,n,3,3,3,NO,NO,NO,f,NO,3
Mujhe #NoteBandi se jadh problem tab huwa jab pata chala #sonamguptabewafa hai,#798849893427097600,n,3,3,3,YES,NO,NO,n,NO,3
"@SimplySajidK @DrKumarVishwas @SirPareshRawal  Kala dhann rakhne walon ki fati padi hai...unka ""CA"" bhi toh kitna ""CA"" #NoteBandi",#798850079876468736,c,4,4,4,NO,NO,YES,f,NO,4
"Aur ye Notebandi nahi, kaala dhan paida karne walo ki nasbandi hai !",#798854410474385408,c,3,3,4,NO,YES,NO,f,NO,3.333333333
"@notebandi modi ji gajab kaam kiya aapne, thoda paresan hu khule paise ko lekar, lekin kuch b kaho, majja aaaaaaaaaaaaaaaaaaaaaaaaaaa gaya",#798855067512160256,n,5,5,3,NO,NO,NO,f,NO,4.333333333
Dekho Malda kashmir Border par kitne log va jawan shaheed ho rahe the pahle ab sab khair hai notebandi se.,#798862386899783680,n,3,3,3,NO,NO,NO,f,NO,3
Pahar par charhne se hum haanfte zurur hain par sehat oar stamina sudhar jaati hai taazi hawa se so notebandi bhi aise hai .samajh len .,#798862856162656257,n,3,3,2,NO,NO,YES,f,NO,2.666666667
"Waqt Ki mar,aisi padi kuch logo par,Awaj bhi hai.....Dard bhi bahot hua...!!#NoteBandi",#798868363069882369,c,3,4,3,NO,NO,YES,n,NO,3.333333333
notebandi ki chakar mai kitne logo ki death ho chuki hai uska jimder kaun hai sirf ek insan faku ji,#798871791993233408,o,4,5,3,NO,NO,YES,a,NO,4
"Notebandi modiji ka sahsik kadam h,chunav me jeet se zyada desh ko ahemiyat di.thanq sir",#798871869168287744,n,4,4,5,NO,NO,NO,f,NO,4.333333333
Notebandi k khilaf kyu ho...? Kaale dhan m share holder ho kya @ArvindKejriwal,#798872115868876800,o,4,4,4,YES,NO,YES,f,NO,4
Kejri keh rhe hein ki notebandi se 1 ₹ bhi kaledhan ka nhi ayega...mujhe lagta hai inhone hi note jalane aur nadi me bahane ka idea diya hai,#798873250767876096,c,3,3,2,YES,NO,NO,f,NO,2.666666667
"Yaar #notebandi ke itne din baad bhi , owaisi ya kisi ulema ka bayan /fatwa nahi aaya ki modi ke kehne par not badlna islam me haram hai.",#798877395734368256,c,3,3,3,YES,NO,NO,f,NO,3
Notebandi na ho ke nasbandi ho gaya hai bhai!!,#798877824731856896,n,3,4,3,NO,YES,NO,n,NO,3.333333333
Notebandi per Bipaksha janta ke sath hai aur janta PM ke sath.pura desh is samay ek hai.,#798878290417045504,n,2,3,2,NO,NO,NO,f,NO,2.333333333
Kuchh dinon ke bad notebandi par macha kohram apne aap shant ho jayega.,#798882473165934596,n,2,3,3,NO,NO,YES,f,NO,2.666666667
Notebandi ke sath sath mulbhut suvidhyaon ki traf bhi dhyan do. Electricity bill bhut hi jayda aa rahe hein or... http://fb.me/7ZhHsi6sW ,#798885630360985600,n,1,2,1,NO,NO,NO,n,NO,1.333333333
Notebandi ke bad bhi? https://twitter.com/timesofindia/status/798873271668084736 …,#798887787298693120,n,1,2,1,NO,NO,NO,n,NO,1.333333333
Ye notebandi to jina hi muskil kar diya hai Upar se virodhi Bhai  logo ke tane sun sun ke aur bhi kasht hone lagta hai,#798891044817412096,n,3,4,3,NO,NO,NO,a,NO,3.333333333
@AMISHDEVGAN AAP pravakta se poochiye ki logon ki death hui hai notebandi nahi hoti to Kya guarantee h ki vo log zinda hote,#798891898509225984,c,4,4,4,NO,NO,NO,f,NO,4
NOTEBANDI :- AB TAK 34 MARE GAY. SACH MAI MERA DESH BADAL RAHA HAI.,#798892735537102850,c,4,5,5,YES,NO,NO,a,NO,4.666666667
Modi ji ko batana chahiye notebandi par kis desh ki janta ka samarthan hai,#798898142087237633,n,4,5,4,NO,NO,NO,n,NO,4.333333333
"Notebandi chhoro jese Modi kaam kr raha hai, poore vipaksh(Raga, Kejru Mamta Yechuri) ki Nasbandi ho jane wali h 2019 me 543/543 #NoteBandi",#798899361744875520,o,4,5,4,NO,YES,YES,f,NO,4.333333333
hahaha bhai Notebandi se dukhi to kewal neta hain hopefully chota room hi kiya hoga tune is sabha ke liye,#798899481077051392,n,3,4,3,YES,NO,NO,a,NO,3.333333333
@periscope indara gadhi ke sarkar me nasbandi aur modi sarkar me notebandi janta kabhi nhi bhutlegi,#798900461113933828,n,3,4,3,NO,YES,NO,a,NO,3.333333333
"Notebandi chhoro jese Modi kaam kr raha hai, poore vipaksh ki Nasbandi ho jane wali h 2019 me 543/543 #BlackmoneyDebate #NoteBandi",#798901243934408709,c,4,5,4,NO,YES,YES,f,NO,4.333333333
@iSirArnab More than 80%  janta ka nam katana chahiye kyoki e janta Modi ji ke notebandi ke sath hai,#798901629923667968,n,3,3,3,NO,NO,NO,f,NO,3
Note ki kami nhi hai toh atm mein daal kyun nhi rahe ho #NoteBandi,#798901789458214912,c,3,3,3,YES,NO,NO,a,NO,3
"@ArvindKejriwal NoteBandi se pareshan Aam Aadmi aur Vyapariyon ki Vishal JanSabha, Arvind Kejriwal ji ke sath..  Kuch kaam karlo bhai",#798904606382112769,c,3,4,3,YES,NO,NO,f,NO,3.333333333
yahan bht buri haal h.  Notebandi se pahle bh.. Please come oneday....lakhon log pareshan hain.,#798905758486147072,n,4,5,4,NO,NO,NO,a,NO,4.333333333
"NoteBandi se pareshan Aam Aadmi aur Vyapariyon ki Vishal JanSabha, Arvind Kejriwal ji ke sath. Sabhi sathi kal 17Nov, 10:30am, Azadpur 1/2",#798909527580033024,n,3,4,4,NO,NO,NO,a,NO,3.666666667
Jo notebandi ke against hai wo chor hai.,#798913767731961857,n,4,4,3,NO,NO,YES,f,NO,3.666666667
"khi y notebandi bde pujipatiyo k krze ki bharpaayi to nhi,aam insaan ke krzo ko koi maaf nhi krta,phir desh kya jindgi se bhi nikl jay",#798914970712875008,n,1,2,1,NO,NO,YES,a,NO,1.333333333
Dhire dhire notebandi nautanki hotijaa rahi hai #notebanpolitics #NoteBandi,#798915867761201152,n,2,3,1,NO,NO,NO,a,NO,2
Notebandi se koi dukhi nahi hai kejriwal sahab sabse jyada pareshaan to aap log hi rahe hain https://twitter.com/ArvindKejriwal/status/798743620283027456 …,#798916079829430272,c,3,4,3,NO,NO,NO,f,NO,3.333333333
Murkh mantri ji.Notebandi tuj jaise logo per bahut bada tamacha hai..tu kuch bhi keh de sab tamasha hai  ..#iamwithmodi#,#798917449605185536,o,4,5,3,NO,YES,YES,f,NO,4
digvijay sahab notebandi k khilaaf aap nusbandi karadijye,#798919766895276032,c,3,4,4,NO,YES,NO,f,NO,3.666666667
@sudhirchaudhary @dna JO NETA AJ BLACKMONEY KA SAMARTHAN AUR NOTEBANDI KA VIRODH KAR RAHA HAI UNKO JUTE PADNE CHAHIYE ..,#798923823827603456,o,5,5,5,NO,NO,NO,f,NO,5
sir ji Sam logo ko koi problem nahi notebandi sa  fir  aap ko aur  aap wala ko mirchi kyo lag rahi ha,#798924200241078272,n,4,4,4,NO,NO,YES,f,NO,4
@DrKumarVishwas ESA bilkul bhi ni he ki notebandi ke phle bank ki line me kisi ko heat attack na aaya ho ESA to phle bhi hua he,#798925078402461696,c,4,4,4,NO,NO,NO,f,NO,4
"NoteBandi se pareshan aaptard aur Vsyapariyon ki Vishal JanSabha, #bhosDwaal ji ke sath. Sabhi sathi kal 17Nov, 10:30am, Azadpur SabziMandi",#798926348488232960,o,5,5,5,YES,YES,YES,f,NO,5
Agar phle se notebandi ka bataya hota toh jin logo ke pass kala dhan hai woh usse thikane lga chuke hote..... that's the fact!!,#798927806960803840,n,4,5,5,NO,NO,NO,f,NO,4.666666667
"#blackmoneydebate 1000-500 Notebandi se Rahul,Mamta and Mayawati sabse jiyada pareshan dikhai de rhe hain.Kuch karan to hai.",#798928215779602432,c,3,4,3,YES,NO,NO,f,NO,3.333333333
@aajtak @ppbajpai kabhi to positive reporting karo... Black money ki khilaf kranti hai ... Wajah kuch  aur  naam notebandi Karan hai.. Shame,#798928353734590464,c,4,5,4,NO,NO,NO,f,NO,4.333333333
@narendramodi  sir up mein notebandi ko lekar khalbali mach gyi hai hame up jeetni hai isliye jaldi se ground level pr result dikhana padega,#798931063208710148,n,3,4,4,NO,NO,NO,f,NO,3.666666667
notebandi ki sabse jyda pareshani aap party ko ho rahi haii na ki aam aadmi ko..kyu?,#798936726878228481,c,2,3,2,YES,NO,NO,f,NO,2.333333333
.@narendramodi .@NitishKumar Ji Bahut ache PM and CM Jo kahate hai Karte hai janta ke dhayan rakhte hue Sharabbandi aur notebandi kar hi di,#798943296449978368,n,3,4,3,NO,YES,NO,f,NO,3.333333333
http://zeenews.india.com/marathi/news/india/dna-exclusive-sbi-writes-off-loans-of-63-wilful-defaulters/338030 …  kya isiliye #notebandi ka drama kiya gaya  #NarendraModi #SBI #BlackMoney #2000 #notesban #notebanpolitics,#798950797987844096,c,4,5,3,YES,NO,NO,a,NO,4
#NOTEBANDI se achha #NASBANDI karte to desh ka zada bhal hota,#798952438799532032,c,2,2,1,NO,YES,NO,a,NO,1.666666667
Soja na bhai  #Notebandi,#798958627482697729,n,3,3,2,NO,NO,YES,n,NO,2.666666667
Jaise Notebandi se jamakhoron ka hal he !,#798959501500149760,n,4,3,4,NO,NO,NO,f,NO,3.666666667
#NoteBandi duniya boht pareshan hain halat kharab se kharab ho rha hain,#798960334539259904,n,2,4,4,NO,NO,NO,a,NO,3.333333333
MODI JI NE BAJAIYA NOTEBANDI KA DANKA......TO KAAP UTTHI.....RAHUL AUR MAMTA JI KI LANKA......,#798970951803097088,c,4,5,4,NO,YES,YES,f,NO,4.333333333
Notebandi gareb ke liye bahut aacha hai . thora paresani to hogi lakin aane wale samay ke liye bahut aacha hai,#799040325859819520,n,3,3,2,NO,NO,NO,f,NO,2.666666667
@ArvindKejriwal SimaPar Aatankiyon ke biruddh strike and Black money NoteBandi ka birodh karne wale  99% JantaKi najarMe Gire,#799044058622459904,n,3,2,3,NO,NO,YES,f,NO,2.666666667
"kya yaar bore kar diye ho, pahle shivaay shivaay ab notebandi, kuch diversity laao",#799057413219483648,n,2,1,1,YES,NO,NO,n,NO,1.333333333
"PM,ModiG,Desh ka Pradhan sewak Dwara NoteBandi Ka abhiyan Burai par Aachchhai  rupi jang ki suruwat hai. Rakchhas Paresan hain.",#799065135201431552,n,5,4,4,NO,NO,YES,f,NO,4.333333333
"@PMOIndia @DrGPradhan got sms: NoteBandi se pareshan Vishal JanSabha, Arvind ke sath. Sabhi sathi kal 17Nov, 10:30am, Azadpur SabziMandi",#799068074372526080,n,3,2,2,NO,NO,NO,a,NO,2.333333333
kya Rahul ji 10 salo me apki  sarkaar ko grib nhi dikhai diye aur jab notebandi ki bat aayi to app grib lofo ke piche shup rhe ho sharm kro.,#799069170562433024,o,4,4,5,YES,NO,NO,f,NO,4.333333333
Dhokha to kiya hai modiji ne kuch logo ke sath Ki unhe unka #kala dhan #chupane ka bhi waqt nahi diya@Notebandi,#799077714980257793,n,3,3,3,YES,NO,NO,f,NO,3
"Sir, kya notebandi se utpann samsya jas ki tas rahegi.",#799079402382512132,n,3,3,3,NO,NO,NO,n,NO,3
@ArvindKejriwal Ye notebandi hai ya 6ota vyaparbandi,#799079531084541952,n,4,3,3,NO,YES,NO,a,NO,3.333333333
"Notebandi se pareshani jarur ho rahi hai , par pahali bar laga hai koi damdar faisale bhi le sakta hai",#799083064043388928,n,3,3,3,NO,NO,NO,f,NO,3
narendra ji modi aap ki soch bahut acchi hai notebandi ke mamle me hamara Sara gav aapke sath hai,#799095711744880640,n,4,3,3,NO,NO,NO,f,NO,3.333333333
"Modi be "" notebandi ka world' s biggest scandal karakar apane ko Dhan- Kuber banaya !"" Modi ki 500- 1000 notes ki murti banae jawe..juteMaro pic.twitter.com/AYw1akB8ec",#799099820472418305,o,5,5,5,YES,YES,YES,a,YES,5
Notebandi desh ke liye bahut hi sahi faisla hai,#799106796258521089,n,3,3,2,NO,NO,NO,f,NO,2.666666667
Notebandi se neta log ko chod k kisi ko problem nhi hai.. @ArvindKejriwal @MamataOfficial @AdityaThackeray @rahulgandhi2020 @yadavakhilesh,#799106812347895808,n,3,2,2,NO,NO,NO,f,NO,2.333333333
Notebandi  lagu karni pari kyonki Bharat ke kuch logon ka imaan bikna shuru ho gaya tha nashekesoudagar satoriye terrorist deshkorularahethe,#799107063414538241,o,4,5,5,NO,NO,YES,f,YES,4.666666667
Notebandi se BMC aur Chanigarh ka election chor ke bhagna bahut kuch kahta hai https://twitter.com/dilipkpandey/status/799108298502971392 …,#799108599305805824,n,3,2,3,NO,NO,YES,f,NO,2.666666667
"@MisaBharti ha ha ha. Notebandi ke baad bahut log aur bekar ho jayenge. Don't worry mam., apni chinta karen....",#799112419012284416,o,3,4,3,YES,NO,NO,f,NO,3.333333333
Modi Ji Desh ke gaddaron SE darna mat. Janta aapke saath hai...notebandi ka faisla wapas mat Lena.. @BJP4India @aajtak @narendramodi,#799113329683922944,n,4,4,3,NO,NO,NO,f,NO,3.666666667
notebandi ke khilaf kejriwal aur mamata ke rally se pahale azadpur mandi ke mazdooron ne modi-modi ke nare lagaye,#799115138611589120,n,3,3,2,NO,NO,NO,f,NO,2.666666667
"Log to aaenge par ""Notebandi"" k lie nai teri ""Nautanki"" dekhne lie.",#799115436940029952,o,4,3,2,NO,YES,NO,f,NO,3
@ArvindKejriwal sir hairaan hoon aapke is kadam se.. logo ko pareshaani hai..per notebandi ke faisle ke saath hain...,#799116244515291136,n,4,3,3,NO,NO,NO,f,NO,3.333333333
@ArvindKejriwal aap sarkaar per pressure banaye ki logo ko pareshaani kam se kam ho per notebandi ke faisle ka virodh kyun?,#799116470215020548,n,3,3,3,NO,NO,NO,f,NO,3
Aur Sb ko pata hai k janta Line Me hair ar RajNeta Road pr(Notebandi k virodh me) =D =D =D  Dhoko Like http://fb.me/1zzU1Dsgc ,#799117036597243904,n,5,5,5,NO,NO,NO,a,NO,5
"@AamAadmiParty notebandi ke baad banks par sirf Delhi ke logo ko he kyun takleef ho rhi hai, because aap apna kaam nhi samaj pai,",#799120982476787712,n,3,3,2,NO,NO,NO,f,NO,2.666666667
Notebandi se garib ko koi pareshani nahi hai hame adat hai line lagane ki kaladhan walo ap dekho line kaise lagti hai,#799121232474079232,c,3,4,4,NO,NO,YES,f,NO,3.666666667
